psfMag_r	fiberMag_r	fiber2Mag_r	petroMag_r	deVMag_r	expMag_r	modelMag_r	cModelMag_r	class
19.67404	19.41819	20.16706	17.16841	16.52041	17.08869	17.08864	17.08869	b'GALAXY'
17.67571	17.66162	18.30076	16.16033	16.02616	16.3699	16.02613	16.02616	b'GALAXY'
20.77264	20.88911	21.45574	20.43616	20.28667	20.3581	20.35807	20.3581	b'GALAXY'
17.48364	17.7887	18.2558	17.53333	17.48812	17.48831	17.48812	17.48812	b'STAR'
16.50508	16.8118	17.28334	16.54733	16.5043	16.50439	16.5043	16.5043	b'STAR'
19.24483	19.00505	19.74038	17.50694	17.06488	17.51069	17.51072	17.51069	b'GALAXY'
18.38846	18.48336	19.00783	18.3328	18.3494	18.35263	18.3494	18.3494	b'STAR'
18.60402	18.62501	19.23344	17.54555	17.45659	17.77195	17.45658	17.45659	b'GALAXY'
18.48995	18.22258	18.97709	15.96431	15.61882	15.98447	15.98447	15.94907	b'GALAXY'
19.4317	19.46975	20.06333	18.90668	18.77641	18.91968	18.91968	18.89228	b'GALAXY'
17.85023	17.73482	18.42146	15.99186	15.75568	16.12519	15.75567	15.88711	b'GALAXY'
21.28058	21.65623	22.06994	21.38386	21.28988	21.28966	21.28966	21.28966	b'STAR'
18.1099	18.26948	18.81386	17.79592	17.77242	17.8408	17.77242	17.77322	b'GALAXY'
18.82855	18.84839	19.46506	17.8971	17.7924	18.03444	17.79238	17.79491	b'GALAXY'
18.40066	18.37365	19.00891	17.21664	17.08462	17.44725	17.08462	17.09081	b'GALAXY'
18.53401	18.52397	19.18582	17.1706	16.97989	17.36116	16.97987	17.04645	b'GALAXY'
17.78504	18.1066	18.5877	17.82763	17.77781	17.77784	17.77781	17.77781	b'STAR'
20.19073	19.84249	20.58193	17.87256	17.30085	17.84263	17.84265	17.84263	b'GALAXY'
17.89055	18.21511	18.69243	17.93186	17.89094	17.89088	17.89094	17.89094	b'STAR'
19.16778	18.8817	19.65854	15.7824	15.0544	15.75643	15.75643	15.6898	b'GALAXY'
19.17347	19.51753	19.99095	19.18961	19.17479	19.17419	19.17481	19.17475	b'STAR'
18.95003	18.86665	19.5971	17.51932	17.14766	17.54846	17.54848	17.50084	b'GALAXY'
17.84225	17.9339	18.55939	17.06756	16.94644	17.10047	16.94644	16.99468	b'GALAXY'
18.13262	18.25889	18.86438	17.28768	17.1947	17.43623	17.1947	17.1947	b'GALAXY'
18.60501	18.55198	19.26083	17.16345	16.86202	17.25328	17.25329	17.10194	b'GALAXY'
17.88345	18.0138	18.63045	16.82163	16.70765	16.93181	16.70765	16.71571	b'GALAXY'
18.08789	18.16734	18.80939	17.27337	17.13288	17.33419	17.3342	17.21496	b'GALAXY'
18.79308	18.82632	19.50328	17.66497	17.41135	17.7205	17.7205	17.59658	b'GALAXY'
19.46661	19.40811	20.15116	17.75327	17.24167	17.73701	17.737	17.71573	b'GALAXY'
17.74154	17.68094	18.33519	16.18154	16.03066	16.29811	16.03059	16.09514	b'GALAXY'
18.32635	18.33186	18.96521	17.25401	17.11116	17.34277	17.11116	17.16136	b'GALAXY'
17.69564	17.74269	18.35744	16.51184	16.49375	16.81013	16.49375	16.49375	b'GALAXY'
17.723	17.59404	18.28353	16.34423	16.15803	16.41532	16.41532	16.29681	b'GALAXY'
16.503	16.38063	17.0582	14.44881	14.35107	14.72915	14.35107	14.35107	b'GALAXY'
19.23887	19.1981	19.84529	17.29322	17.19519	17.67955	17.19519	17.20258	b'GALAXY'
17.57611	17.59503	18.21159	16.4574	16.34389	16.6089	16.34389	16.34389	b'GALAXY'
19.88691	19.76327	20.44497	17.86296	17.53956	18.08105	17.53956	17.71221	b'GALAXY'
18.33426	18.03537	18.79239	15.70652	15.3597	15.70594	15.70594	15.70594	b'GALAXY'
19.66138	19.32084	20.05905	17.38107	16.95685	17.54475	17.54475	17.29316	b'GALAXY'
17.23195	16.98333	17.72977	14.58136	14.45918	14.6184	14.6184	14.56077	b'GALAXY'
18.00507	18.07667	18.68155	17.05839	16.96735	17.24039	16.96735	16.96735	b'GALAXY'
18.67109	18.57446	19.25903	16.84514	16.56421	17.02599	16.56421	16.65787	b'GALAXY'
18.58533	18.52887	19.19164	17.28588	17.05776	17.38671	17.05776	17.15862	b'GALAXY'
19.67108	19.38874	20.14701	17.77677	17.20468	17.7254	17.7254	17.7254	b'GALAXY'
18.55835	18.46957	19.17731	16.9747	16.63901	17.01649	17.01648	16.90413	b'GALAXY'
16.97312	16.97265	17.63778	14.73845	14.62792	15.03852	14.62792	14.62792	b'GALAXY'
21.62897	22.01675	22.4564	21.75238	21.62523	21.63061	21.63061	21.62599	b'STAR'
19.23577	18.94492	19.68728	17.11234	16.5575	17.05291	17.05291	17.05291	b'GALAXY'
16.9199	16.96278	17.55681	16.04654	15.98169	16.19904	15.98171	15.98169	b'GALAXY'
19.70357	19.42698	20.15438	17.52893	17.07362	17.53076	17.53076	17.4629	b'GALAXY'
18.87575	19.12043	19.6337	18.7633	18.73667	18.75489	18.73667	18.73667	b'GALAXY'
19.14315	18.73828	19.48838	17.49261	17.04662	17.44678	17.44678	17.44678	b'GALAXY'
19.24957	19.12632	19.78342	17.8038	17.60099	17.90138	17.60099	17.65258	b'GALAXY'
18.77507	18.66913	19.33222	17.12838	16.91903	17.31582	16.91903	16.98501	b'GALAXY'
19.31441	19.02065	19.75708	17.72749	17.32615	17.70474	17.70473	17.70474	b'GALAXY'
17.73317	17.69971	18.33112	16.61608	16.48084	16.76256	16.48082	16.49681	b'GALAXY'
20.4426	20.80279	21.27058	20.5873	20.44828	20.44837	20.44837	20.44837	b'STAR'
18.36499	18.43168	19.02011	17.71238	17.65772	17.80778	17.6577	17.65881	b'GALAXY'
18.34126	18.27831	18.91165	17.26296	17.12379	17.41092	17.12378	17.16639	b'GALAXY'
21.61071	21.86961	22.37859	21.42676	21.42143	21.49299	21.42143	21.42143	b'STAR'
21.10705	21.41221	21.88682	21.26348	21.06443	21.06375	21.06375	21.06375	b'STAR'
18.76448	18.69602	19.32165	17.41514	17.43925	17.8286	17.43923	17.43925	b'GALAXY'
18.51144	18.43661	19.06379	17.21834	17.1994	17.58981	17.19939	17.1994	b'GALAXY'
18.23052	18.07455	18.71836	16.91776	16.81705	17.22134	16.81705	16.81705	b'GALAXY'
18.62614	18.45729	19.11037	17.2756	17.1652	17.54959	17.1652	17.18637	b'GALAXY'
18.85291	18.53297	19.25313	16.89403	16.51945	16.94285	16.94285	16.83406	b'GALAXY'
18.62141	18.49367	19.13986	17.56059	17.37749	17.62818	17.62818	17.49505	b'GALAXY'
18.27903	18.195	18.84294	16.77995	16.61941	17.0042	16.61943	16.61941	b'GALAXY'
18.86391	18.78512	19.42724	17.5414	17.33576	17.67207	17.33576	17.37173	b'GALAXY'
19.20237	18.99864	19.69182	17.48981	17.14729	17.57491	17.57491	17.36177	b'GALAXY'
18.99434	18.6684	19.41801	15.72777	15.14828	15.68185	15.68184	15.68084	b'GALAXY'
21.5019	19.3486	20.16907	21.53465	21.39621	21.38772	21.38772	21.38772	b'GALAXY'
16.79764	16.7576	17.41453	14.80933	14.71093	15.07946	14.7109	14.71093	b'GALAXY'
17.86715	17.77113	18.43668	16.75693	16.57545	16.83631	16.5754	16.66731	b'GALAXY'
18.32903	18.06776	18.8284	14.74983	14.24806	14.74529	14.74529	14.69409	b'GALAXY'
21.13952	20.04969	20.85996	21.06847	20.91721	20.9078	20.9078	20.9078	b'GALAXY'
21.02143	21.27328	21.76448	21.04079	20.93315	20.94205	20.94205	20.94205	b'GALAXY'
20.25819	19.98203	20.74791	17.88896	17.20055	17.89483	17.89483	17.81523	b'GALAXY'
19.98047	20.33009	20.7929	20.06477	19.98834	19.98825	19.98834	19.98834	b'STAR'
18.04688	18.01632	18.64654	16.866	16.76971	17.11593	16.76969	16.76971	b'GALAXY'
19.41392	19.18181	19.91805	16.65277	16.01608	16.64439	16.64438	16.5416	b'GALAXY'
18.56407	17.9498	18.59276	18.61669	18.50543	18.50177	18.50177	18.50177	b'GALAXY'
18.88232	18.77432	19.45345	17.53011	17.19733	17.55993	17.55993	17.42975	b'GALAXY'
18.8842	18.66405	19.38214	17.55329	17.21161	17.54182	17.54182	17.54182	b'GALAXY'
19.62292	19.34103	20.10139	17.65823	17.16665	17.64108	17.64109	17.64108	b'GALAXY'
18.43206	18.39094	19.03086	17.15653	16.96855	17.26105	16.96855	17.00897	b'GALAXY'
18.37922	18.31983	18.96676	16.54194	16.35187	16.7487	16.35187	16.38133	b'GALAXY'
21.82073	21.21822	21.87955	20.67444	20.60382	20.89429	20.60402	20.60382	b'STAR'
19.71608	19.38652	20.16187	17.23231	16.64281	17.28673	17.28673	17.21864	b'GALAXY'
18.41674	18.47804	19.07079	17.5726	17.56178	17.81473	17.5617	17.56178	b'GALAXY'
19.15088	18.90139	19.6286	16.91554	16.56062	17.11396	16.56062	16.82979	b'GALAXY'
19.11449	19.4345	19.91311	19.1606	19.11434	19.11429	19.11429	19.11429	b'STAR'
19.29063	19.01369	19.7486	17.06693	16.47074	17.0281	17.02809	16.99789	b'GALAXY'
19.06162	18.74908	19.47119	17.0954	16.67971	17.039	17.039	17.039	b'GALAXY'
15.37109	15.69723	16.17734	15.42098	15.37275	15.37272	15.37272	15.37272	b'STAR'
17.7799	17.62131	18.2952	16.42089	16.25483	16.46637	16.46637	16.36516	b'GALAXY'
18.83402	18.64734	19.32068	17.41885	17.0878	17.42574	17.42574	17.28789	b'GALAXY'
19.21471	18.90736	19.64742	17.06655	16.55691	17.03242	17.03242	17.02449	b'GALAXY'
19.1226	18.83364	19.54353	17.36304	17.03012	17.38799	17.38799	17.36744	b'GALAXY'
19.37073	19.0201	19.77674	17.27532	16.74626	17.24112	17.24112	17.24112	b'GALAXY'
18.19147	17.86939	18.61526	15.34466	15.0425	15.32903	15.32903	15.29878	b'GALAXY'
19.58346	19.175	19.94201	16.95168	16.46063	17.0842	17.08418	16.91226	b'GALAXY'
18.80414	18.65937	19.32732	17.57875	17.34986	17.6827	17.68268	17.5175	b'GALAXY'
19.53448	19.39157	20.06637	17.69988	17.48528	18.01851	17.4853	17.48528	b'GALAXY'
18.54943	18.44171	19.1084	16.83968	16.65385	17.09914	16.65381	16.69429	b'GALAXY'
17.51297	17.50789	18.13062	16.1589	16.13143	16.45608	16.13137	16.13143	b'GALAXY'
21.13097	21.15357	21.74068	20.40753	20.2942	20.55671	20.2942	20.32376	b'GALAXY'
19.45099	19.08199	19.87186	16.1423	15.68958	16.04849	16.04849	16.04424	b'GALAXY'
19.67709	20.02313	20.50005	19.77371	19.66876	19.669	19.66899	19.669	b'STAR'
19.86658	19.50578	20.23101	17.67107	17.26543	17.76889	17.76889	17.64616	b'GALAXY'
18.17646	18.51791	18.9981	18.23774	18.18637	18.18641	18.18637	18.18637	b'STAR'
18.35396	18.30914	18.93197	17.22116	17.12932	17.45682	17.12933	17.12932	b'GALAXY'
19.27623	18.92113	19.65353	17.31364	16.92855	17.26079	17.26079	17.26079	b'GALAXY'
21.64351	21.93019	22.41817	21.62749	21.5934	21.60081	21.59341	21.5934	b'STAR'
21.65419	21.99993	22.44973	21.94662	21.60197	21.61124	21.60203	21.60197	b'STAR'
18.33524	18.6553	19.14103	18.37579	18.31917	18.31933	18.31933	18.31933	b'STAR'
18.10498	18.12105	18.72018	17.27336	17.19951	17.37973	17.19949	17.20418	b'GALAXY'
18.93517	19.24387	19.73214	19.02169	18.93881	18.93884	18.93881	18.93881	b'STAR'
18.96551	19.28506	19.76719	19.01019	18.95142	18.95129	18.95129	18.95129	b'STAR'
17.20213	17.12957	17.75605	15.90988	15.81967	16.10964	15.81967	15.81967	b'GALAXY'
17.77063	17.71922	18.35075	15.92575	15.83538	16.20178	15.8354	15.84845	b'GALAXY'
17.95211	18.28517	18.7641	18.01056	17.96535	17.96536	17.96535	17.96535	b'STAR'
17.43775	17.11831	17.82385	15.50344	15.28754	15.69186	15.28753	15.34765	b'GALAXY'
18.59004	18.41406	19.06733	17.52197	17.32734	17.58572	17.58572	17.47309	b'GALAXY'
19.18979	18.9139	19.62332	17.24251	16.92993	17.27925	17.27925	17.2451	b'GALAXY'
18.79396	18.47927	19.209	16.36887	15.88613	16.35565	16.35564	16.27943	b'GALAXY'
18.89235	18.56365	19.3138	16.74213	16.32906	16.71891	16.71891	16.71891	b'GALAXY'
17.71477	17.64784	18.28305	16.20641	16.12667	16.48543	16.12667	16.12667	b'GALAXY'
19.34624	18.98565	19.7417	17.44505	16.89578	17.37406	17.37406	17.37406	b'GALAXY'
17.5748	17.56379	18.17926	16.64947	16.56404	16.73851	16.56406	16.57999	b'GALAXY'
18.06464	17.61813	18.32649	16.7156	16.70643	17.12063	16.70643	16.70643	b'GALAXY'
18.39526	18.74532	19.22154	18.48009	18.40649	18.40654	18.40654	18.40654	b'STAR'
19.39864	19.75019	20.23023	19.45647	19.40376	19.40388	19.40376	19.40376	b'STAR'
18.39734	18.27365	18.97209	16.4455	16.17197	16.56426	16.17196	16.35293	b'GALAXY'
20.50996	20.89016	21.35168	20.66382	20.50799	20.50816	20.50803	20.50799	b'STAR'
17.50066	17.85677	18.3385	17.55619	17.51009	17.51013	17.51009	17.51009	b'STAR'
20.45071	20.59844	21.16541	20.11933	20.0324	20.10704	20.03235	20.04947	b'GALAXY'
16.54583	16.52997	17.19586	14.72388	14.64061	15.02839	14.64059	14.64061	b'GALAXY'
19.64855	19.45786	20.2362	17.24436	16.60262	17.22009	17.22007	17.22009	b'GALAXY'
18.58583	18.61946	19.25781	17.70205	17.53486	17.77538	17.53486	17.55756	b'GALAXY'
18.78166	18.73252	19.43752	17.28773	16.96245	17.34289	17.34284	17.24654	b'GALAXY'
16.3365	16.12566	16.80688	12.94031	12.90478	13.13745	12.90478	12.94228	b'GALAXY'
18.2301	18.12917	18.76748	17.03768	16.8847	17.14385	16.8847	16.92673	b'GALAXY'
17.89497	17.82055	18.44622	16.47247	16.4037	16.807	16.4037	16.4037	b'GALAXY'
19.10772	18.81836	19.52211	17.64318	17.31897	17.64676	17.64675	17.63606	b'GALAXY'
18.58469	18.57987	19.17652	17.86484	17.78112	17.96677	17.78111	17.8018	b'GALAXY'
21.24664	21.61596	22.08284	21.40728	21.25627	21.25654	21.25653	21.25654	b'STAR'
16.9122	17.22804	17.71276	16.94275	16.89171	16.89214	16.89214	16.89214	b'STAR'
17.36567	17.70095	18.18104	17.42667	17.37113	17.37101	17.37101	17.37101	b'STAR'
18.50541	18.82044	19.30824	18.54064	18.48131	18.48203	18.48131	18.48131	b'STAR'
18.8481	18.65941	19.34291	17.54882	17.27818	17.58617	17.58616	17.4814	b'GALAXY'
19.91177	20.21633	20.70509	19.93052	19.87409	19.87595	19.87595	19.87595	b'STAR'
18.76429	18.62846	19.28645	17.62996	17.39772	17.6847	17.6847	17.53657	b'GALAXY'
18.54941	18.39078	19.06826	16.7419	16.47905	16.90752	16.47905	16.58764	b'GALAXY'
15.61454	15.94205	16.42347	15.66469	15.61846	15.6185	15.61846	15.61846	b'STAR'
19.47021	19.02656	19.80687	17.17534	16.63387	17.12962	17.12961	17.12962	b'GALAXY'
19.22155	18.76138	19.55068	15.50079	14.99257	15.46301	15.463	15.4211	b'GALAXY'
21.28082	19.21862	20.0424	21.25916	21.13553	21.12827	21.12827	21.12827	b'GALAXY'
18.33311	18.05647	18.75857	16.93019	16.71217	17.07544	16.71217	16.78281	b'GALAXY'
17.87369	17.77146	18.4249	16.00726	15.86351	16.26582	15.86348	15.86351	b'GALAXY'
21.97166	21.75291	22.37787	21.03081	20.88908	21.12502	21.12502	21.11428	b'GALAXY'
20.96698	21.31177	21.78082	21.02021	20.95849	20.95848	20.95848	20.95848	b'STAR'
21.01303	21.38712	21.8511	21.14527	21.02679	21.02675	21.02679	21.02679	b'STAR'
17.75765	17.86619	18.41764	17.3649	17.32546	17.41249	17.32546	17.32546	b'GALAXY'
20.51743	20.43144	21.05916	18.89793	19.12764	19.65268	19.12755	19.12764	b'GALAXY'
20.45837	20.32053	20.96319	19.38005	19.17371	19.48935	19.17371	19.28743	b'GALAXY'
21.34626	21.39915	21.9726	20.47908	20.56386	20.91909	20.56386	20.56386	b'GALAXY'
21.67695	21.43291	22.11703	20.31171	19.78517	20.30977	19.78516	20.0312	b'GALAXY'
21.65502	21.2998	21.99814	20.43075	20.00482	20.35728	20.35728	20.35728	b'GALAXY'
22.01714	21.66654	22.38497	20.48804	19.9975	20.42288	20.42288	20.42288	b'GALAXY'
22.15674	21.89676	22.56761	20.84696	20.5591	20.89078	20.89078	20.89078	b'GALAXY'
19.80119	19.75125	20.36053	18.78932	18.74699	19.05802	18.747	18.74699	b'GALAXY'
20.99979	21.02906	21.61899	20.27632	20.274	20.47324	20.274	20.274	b'GALAXY'
20.73612	20.76521	21.3558	20.0002	19.95899	20.19136	19.95899	19.95899	b'GALAXY'
22.8743	23.00259	23.51272	23.39885	22.89075	22.89178	22.89077	22.89075	b'STAR'
20.57445	20.82843	21.33215	20.50858	20.4939	20.51142	20.51142	20.504	b'STAR'
21.6109	21.84508	22.37115	21.31649	21.46268	21.48373	21.48373	21.48373	b'GALAXY'
16.24954	16.5692	17.05609	16.28086	16.22959	16.22972	16.22972	16.22972	b'STAR'
21.22884	21.34448	21.91531	20.69694	20.70933	20.90077	20.70933	20.70933	b'GALAXY'
21.54412	21.66784	22.22922	20.97139	21.01926	21.18907	21.01918	21.01926	b'GALAXY'
20.9678	20.95226	21.55514	20.26653	20.10551	20.35339	20.10551	20.17363	b'GALAXY'
20.91966	20.97049	21.5616	19.93677	19.97228	20.28524	19.97228	19.97228	b'GALAXY'
20.51575	20.84615	21.32156	20.58229	20.48967	20.49017	20.48967	20.48967	b'STAR'
18.13445	18.25784	18.81291	17.73276	17.70171	17.79377	17.70171	17.70379	b'GALAXY'
18.9287	18.87761	19.5002	17.79362	17.73012	18.09511	17.7301	17.73012	b'GALAXY'
21.68922	21.69582	22.2644	20.78431	20.7563	21.13451	20.7563	20.76892	b'GALAXY'
21.35	21.38443	21.98456	20.64268	20.57114	20.77167	20.57114	20.57114	b'GALAXY'
20.75217	20.69184	21.30121	20.03172	19.8826	20.11266	19.8825	19.93386	b'GALAXY'
20.65757	20.96776	21.46468	20.62017	20.63401	20.63573	20.63401	20.63401	b'STAR'
19.85368	19.66434	20.34375	17.97712	17.71887	18.23249	17.7189	17.90859	b'GALAXY'
21.08745	21.15986	21.7272	20.25189	20.33285	20.54929	20.33283	20.33285	b'GALAXY'
21.45009	21.40245	22.02029	20.18956	20.1519	20.60093	20.1519	20.1519	b'GALAXY'
21.03568	21.13865	21.69776	20.54976	20.55068	20.69998	20.55068	20.55068	b'GALAXY'
21.30853	21.33072	21.92503	20.60438	20.56265	20.75495	20.56269	20.58273	b'GALAXY'
21.37885	21.38153	21.98232	20.3008	20.43239	20.7833	20.43222	20.43239	b'GALAXY'
16.49477	16.82836	17.31245	16.54995	16.49356	16.49356	16.49356	16.49356	b'STAR'
21.27609	21.18582	21.81502	20.28069	19.89453	20.27899	19.89459	19.94605	b'GALAXY'
21.35627	21.69868	22.16525	21.41438	21.34351	21.34338	21.34351	21.34351	b'STAR'
20.92911	20.91262	21.51698	19.83487	19.80846	20.21619	19.80846	19.80846	b'GALAXY'
18.30664	18.63069	19.11478	18.35371	18.30249	18.30254	18.30249	18.30249	b'STAR'
18.15108	18.45962	18.94902	18.17075	18.12656	18.12564	18.12656	18.1265	b'STAR'
21.32875	21.27176	21.89384	20.2816	20.13096	20.48913	20.13096	20.13096	b'GALAXY'
22.3527	22.12553	22.73524	21.56511	21.25216	21.51562	21.25182	21.25216	b'GALAXY'
21.52948	21.37032	22.04476	20.43449	20.02066	20.40871	20.40873	20.28613	b'GALAXY'
21.87304	21.82791	22.44937	20.57642	20.42147	20.81783	20.42147	20.46504	b'GALAXY'
21.48741	21.39936	22.03348	20.50074	20.23485	20.55169	20.55172	20.46559	b'GALAXY'
21.20185	21.61435	22.0853	21.38947	21.23308	21.23313	21.23313	21.23313	b'STAR'
19.26728	19.1448	19.87729	17.35525	16.86332	17.37943	17.37943	17.26585	b'GALAXY'
18.72231	18.71804	19.36042	17.66467	17.51858	17.80432	17.51858	17.57494	b'GALAXY'
17.96163	17.83511	18.52903	16.50488	16.29897	16.62602	16.29899	16.43039	b'GALAXY'
20.59469	20.92198	21.40771	20.65502	20.56313	20.56075	20.56075	20.56075	b'STAR'
19.63574	19.45449	20.14599	17.78769	17.39917	17.8189	17.39917	17.59945	b'GALAXY'
17.8019	17.46865	18.22805	14.48336	14.24154	14.50936	14.50936	14.46578	b'GALAXY'
20.52727	20.86454	21.34671	20.61336	20.51809	20.52526	20.51809	20.51809	b'STAR'
19.00365	18.9835	19.60082	18.14846	18.01468	18.25163	18.01468	18.04678	b'GALAXY'
16.61114	16.94994	17.43639	16.65654	16.60116	16.60118	16.60116	16.60116	b'STAR'
18.79605	18.58372	19.3163	16.79746	16.40767	16.88667	16.88671	16.75265	b'GALAXY'
21.33617	21.74867	22.1956	21.58942	21.35579	21.35593	21.35593	21.35593	b'STAR'
18.49057	18.47569	19.14279	16.88906	16.62261	17.02517	16.62261	16.68522	b'GALAXY'
17.02132	16.9116	17.55674	15.37464	15.26672	15.57756	15.26671	15.26672	b'GALAXY'
18.72878	18.41326	19.16888	16.17841	15.69832	16.12506	16.12504	16.12506	b'GALAXY'
18.43968	18.13088	18.87387	15.99125	15.59105	16.04284	16.04284	15.92533	b'GALAXY'
20.74466	21.01685	21.5154	20.94434	20.77332	20.77335	20.77332	20.77332	b'STAR'
19.72159	19.17322	19.97448	16.75157	16.24994	16.69767	16.69767	16.69767	b'GALAXY'
16.74603	17.07325	17.56195	16.78547	16.73448	16.73453	16.73453	16.7345	b'STAR'
19.04535	18.6054	19.36871	16.24057	15.71172	16.20076	16.20076	16.20076	b'GALAXY'
18.37954	18.21998	18.87948	16.57471	16.33073	16.69125	16.33072	16.41355	b'GALAXY'
20.84231	20.95748	21.46415	21.06757	20.88008	20.88009	20.88009	20.88009	b'STAR'
18.52434	18.45261	19.0884	17.15052	17.02217	17.3413	17.02223	17.02217	b'GALAXY'
19.24556	18.87322	19.62048	16.56867	16.08934	16.64985	16.64985	16.50076	b'GALAXY'
17.43257	17.35872	17.99302	16.12949	16.01497	16.33967	16.01497	16.01497	b'GALAXY'
19.52155	19.262	19.97306	17.67131	17.24109	17.62482	17.62482	17.56592	b'GALAXY'
17.77048	17.66264	18.31556	15.80104	15.65867	16.06336	15.65867	15.65867	b'GALAXY'
21.33078	21.69079	22.15365	21.39382	21.33603	21.33617	21.33617	21.33617	b'STAR'
18.4032	18.39067	19.00529	17.46314	17.38272	17.64345	17.38269	17.38272	b'GALAXY'
17.50525	17.4133	18.05304	16.02628	15.93626	16.24643	15.93626	15.93626	b'GALAXY'
19.68614	19.38118	20.09822	17.8325	17.42471	17.82356	17.82355	17.78607	b'GALAXY'
17.46261	17.3593	17.99187	16.123	16.04544	16.3648	16.04544	16.04544	b'GALAXY'
18.93525	18.3916	19.10517	17.3361	17.08667	17.49339	17.08666	17.18671	b'GALAXY'
18.09275	17.91519	18.57597	16.35865	16.2139	16.64447	16.21387	16.2139	b'GALAXY'
21.02081	21.32338	21.80309	21.14937	20.97262	20.97486	20.97262	20.97278	b'STAR'
18.25133	18.23603	18.84006	17.26067	17.20021	17.47801	17.20021	17.20021	b'GALAXY'
18.17544	18.13758	18.73941	17.47245	17.37894	17.50534	17.50533	17.41796	b'GALAXY'
17.8283	17.75199	18.39148	16.1188	16.02719	16.4309	16.02719	16.02719	b'GALAXY'
20.66486	20.96344	21.44587	20.74882	20.67209	20.67194	20.67214	20.67209	b'STAR'
21.33628	21.7284	22.20331	21.39833	21.36438	21.36435	21.36435	21.36435	b'STAR'
17.4388	17.77645	18.26288	17.48444	17.42577	17.42598	17.42598	17.42598	b'STAR'
18.80227	18.57819	19.30143	16.63574	16.14649	16.61528	16.61528	16.53869	b'GALAXY'
17.58797	17.92395	18.40971	17.63899	17.58274	17.58282	17.58274	17.58274	b'STAR'
14.92331	15.26802	15.75183	14.99024	14.9327	14.93258	14.93257	14.93263	b'STAR'
18.99004	18.75866	19.45373	17.4883	17.25762	17.4755	17.4755	17.4755	b'GALAXY'
19.1444	18.724	19.49724	15.54905	14.98271	15.50542	15.50542	15.50542	b'GALAXY'
18.53424	18.43444	19.06796	17.27137	17.14326	17.47634	17.14326	17.14326	b'GALAXY'
17.36847	17.27121	17.90918	15.64844	15.65219	16.07835	15.65215	15.65219	b'GALAXY'
18.09918	18.08282	18.69205	17.08304	17.04743	17.33522	17.04743	17.04743	b'GALAXY'
17.92785	17.84887	18.47849	16.91813	16.79871	17.02132	16.7987	16.83296	b'GALAXY'
18.18837	18.53453	19.01764	18.25332	18.19582	18.19587	18.19586	18.19587	b'STAR'
18.37053	18.28895	18.93299	17.23598	17.04734	17.31369	17.04734	17.11948	b'GALAXY'
17.88796	17.86214	18.48342	16.96961	16.85129	17.06287	16.85129	16.87232	b'GALAXY'
18.81976	18.43475	19.20038	16.58185	16.16173	16.58764	16.58764	16.56513	b'GALAXY'
19.05766	18.81108	19.52343	16.67933	16.18649	16.63732	16.6373	16.44312	b'GALAXY'
20.95831	21.36168	21.82358	21.1174	20.95789	20.95788	20.95787	20.95788	b'STAR'
15.03846	15.37623	15.86171	15.087	15.0277	15.02774	15.0277	15.0277	b'STAR'
18.61042	18.65852	19.26086	17.65723	17.61183	17.8903	17.61176	17.61183	b'GALAXY'
17.30249	17.23493	17.88323	15.61609	15.51105	15.88698	15.51101	15.51105	b'GALAXY'
18.20658	18.18092	18.78677	17.36048	17.2796	17.46474	17.27958	17.30001	b'GALAXY'
16.9829	16.78588	17.44781	14.8491	14.75272	15.22378	14.75272	14.75272	b'GALAXY'
19.18752	18.81549	19.55148	16.97987	16.51229	16.94634	16.94633	16.94398	b'GALAXY'
18.10778	18.05402	18.6748	16.67635	16.69411	17.10047	16.69411	16.69411	b'GALAXY'
20.09443	20.41963	20.90475	20.12679	20.08351	20.08312	20.08314	20.08312	b'STAR'
18.22269	17.92251	18.6651	15.77221	15.42919	15.79108	15.79105	15.70797	b'GALAXY'
18.98034	18.86684	19.52727	17.78758	17.56995	17.88734	17.56995	17.69367	b'GALAXY'
20.68279	21.01262	21.49661	20.53942	20.6609	20.66209	20.6609	20.6609	b'STAR'
17.17944	17.04315	17.702	15.63519	15.51062	15.86255	15.51062	15.51062	b'GALAXY'
20.27224	19.92511	20.65581	17.65385	16.91292	17.59916	17.59908	17.52081	b'GALAXY'
20.26932	20.60523	21.08658	20.35075	20.27212	20.27209	20.27211	20.27209	b'STAR'
21.6146	21.92138	22.39589	21.64675	21.5688	21.572	21.57204	21.56957	b'STAR'
18.76641	19.06915	19.56288	18.75611	18.73776	18.7386	18.73776	18.73776	b'STAR'
